trip_year,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,Trips_on_route
2014,40.711512,-74.015756,40.70834698,-74.01713445,1493
2014,40.75044999,-73.99481051,40.74691959,-74.00451887,1489
2014,40.7652654,-73.98192338,40.76064679,-73.98442659,1487
2014,40.75044999,-73.99481051,40.74177603,-74.00149746,1478
2014,40.69165183,-73.9999786,40.70277159,-73.99383605,1474
2014,40.73454567,-73.99074142,40.72740794,-73.98142006,1464
2014,40.7454973,-74.00197139,40.74206539,-74.00443172,1463
2014,40.73028666,-73.9907647,40.72521311,-73.97768752,1459
2014,40.70834698,-74.01713445,40.711512,-74.015756,1455
2014,40.73971301,-73.99456405,40.73704984,-73.99009296,1454
2014,40.74475148,-73.99915362,40.74691959,-74.00451887,1446
2014,40.752062307,-73.9816324043,40.75019995,-73.99093085,1445
2014,40.739445,-73.976806,40.749156,-73.9916,1441
2014,40.746745,-74.007756,40.75044999,-73.99481051,1440
2014,40.73221853,-73.98165557,40.736502,-73.97809472,1435
2014,40.751551,-73.993934,40.76030096,-73.99884222,1425
2014,40.75044999,-73.99481051,40.75066386,-74.00176802,1420
2014,40.71273266,-74.0046073,40.7149787,-74.013012,1419
2014,40.73047309,-73.98672378,40.73454567,-73.99074142,1418
2014,40.74345335,-74.00004031,40.75044999,-73.99481051,1413
2014,40.74734825,-73.99723551,40.749717753,-74.002950346,1410
2014,40.73649403,-73.99704374,40.74173969,-73.99415556,1407
2014,40.70834698,-74.01713445,40.71754834,-74.01322069,1406
2014,40.711512,-74.015756,40.71754834,-74.01322069,1402
2014,40.71754834,-74.01322069,40.72873888,-74.00748842,1402
2014,40.74177603,-74.00149746,40.74691959,-74.00451887,1394
2014,40.73492695,-73.99200509,40.73781509,-73.99994661,1393
2014,40.73028666,-73.9907647,40.72779126,-73.98564945,1388
2014,40.7390169121,-74.0026376103,40.73492695,-73.99200509,1385
2014,40.73028666,-73.9907647,40.73291553,-74.00711384,1385
2014,40.73492695,-73.99200509,40.73049393,-73.9957214,1382
2014,40.7014851,-73.98656928,40.69788349,-73.97350332,1374
2014,40.70569254,-74.01677685,40.711512,-74.015756,1374
2014,40.7390169121,-74.0026376103,40.75044999,-73.99481051,1374
2014,40.7403432,-73.98955109,40.736502,-73.97809472,1372
2014,40.7606597,-73.98042047,40.75019995,-73.99093085,1370
2014,40.752416,-73.97837,40.75640548,-73.9900262,1367
2014,40.72873888,-74.00748842,40.71754834,-74.01322069,1366
2014,40.75044999,-73.99481051,40.72873888,-74.00748842,1363
2014,40.7390169121,-74.0026376103,40.74475148,-73.99915362,1363
2014,40.7568001,-73.98291153,40.75019995,-73.99093085,1362
2014,40.73049393,-73.9957214,40.73223272,-73.98889957,1355
2014,40.71534825,-73.96024116,40.71285887,-73.96590294,1355
2014,40.74487634,-73.99529885,40.74691959,-74.00451887,1351
2014,40.73028666,-73.9907647,40.73401143,-74.00293877,1348
2014,40.74173969,-73.99415556,40.74345335,-74.00004031,1347
2014,40.73038599,-74.00214988,40.72873888,-74.00748842,1337
2014,40.751551,-73.993934,40.75594159,-74.0021163,1333
2014,40.73038599,-74.00214988,40.72679454,-73.99695094,1330
2014,40.75044999,-73.99481051,40.76228826,-73.98336183,1329
2014,40.749156,-73.9916,40.74144387,-73.97536082,1329
2014,40.739323,-74.008119,40.71754834,-74.01322069,1328
2014,40.73454567,-73.99074142,40.72955361,-73.98057249,1324
2014,40.752416,-73.97837,40.74096374,-73.98602213,1318
2014,40.752062307,-73.9816324043,40.74780373,-73.9734419,1317
2014,40.74173969,-73.99415556,40.73935542,-73.99931783,1315
2014,40.75645824,-73.99372222,40.7454973,-74.00197139,1308
2014,40.7454973,-74.00197139,40.7390169121,-74.0026376103,1308
2014,40.751551,-73.993934,40.76370739,-73.9851615,1306
2014,40.75044999,-73.99481051,40.76095756,-73.96724467,1303
2014,40.70834698,-74.01713445,40.71542197,-74.01121978,1301
2014,40.72317958,-73.99480012,40.72710258,-74.00297088,1298
2014,40.7153379,-74.01658354,40.71273266,-74.0046073,1297
2014,40.73028666,-73.9907647,40.7390169121,-74.0026376103,1295
2014,40.7462009,-73.98855723,40.73704984,-73.99009296,1294
2014,40.75320159,-73.9779874,40.74854862,-73.98808416,1285
2014,40.74173969,-73.99415556,40.74177603,-74.00149746,1284
2014,40.75044999,-73.99481051,40.75320159,-73.9779874,1284
2014,40.746745,-74.007756,40.71754834,-74.01322069,1279
2014,40.71754834,-74.01322069,40.73172428,-74.00674436,1276
2014,40.71273266,-74.0046073,40.7153379,-74.01658354,1275
2014,40.76064679,-73.98442659,40.75510267,-73.97498696,1274
2014,40.71754834,-74.01322069,40.739323,-74.008119,1272
2014,40.73028666,-73.9907647,40.73971301,-73.99456405,1269
2014,40.749156,-73.9916,40.74290902,-73.97706058,1266
2014,40.751551,-73.993934,40.76227205,-73.98788205,1266
2014,40.75510267,-73.97498696,40.75019995,-73.99093085,1260
2014,40.71754834,-74.01322069,40.746745,-74.007756,1258
2014,40.74334935,-74.00681753,40.73726186,-73.99238967,1257
2014,40.73454567,-73.99074142,40.73049393,-73.9957214,1251
2014,40.74290902,-73.97706058,40.73912601,-73.97973776,1251
2014,40.74345335,-74.00004031,40.74173969,-73.99415556,1248
2014,40.73291553,-74.00711384,40.739323,-74.008119,1242
2014,40.76030096,-73.99884222,40.7575699,-73.99098507,1242
2014,40.75044999,-73.99481051,40.749717753,-74.002950346,1241
2014,40.76695317,-73.98169333,40.76095756,-73.96724467,1236
2014,40.73028666,-73.9907647,40.73649403,-73.99704374,1232
2014,40.72953837,-73.98426726,40.73454567,-73.99074142,1228
2014,40.751873,-73.977706,40.75640548,-73.9900262,1221
2014,40.71754834,-74.01322069,40.70569254,-74.01677685,1221
2014,40.749156,-73.9916,40.74025878,-73.98409214,1218
2014,40.72873888,-74.00748842,40.73291553,-74.00711384,1217
2014,40.711512,-74.015756,40.701907,-74.013942,1216
2014,40.71754834,-74.01322069,40.7153379,-74.01658354,1216
2014,40.73038599,-74.00214988,40.74173969,-73.99415556,1215
2014,40.73291553,-74.00711384,40.7390169121,-74.0026376103,1215
2014,40.69597683,-73.99014892,40.71273266,-74.0046073,1215
2014,40.73935542,-73.99931783,40.74334935,-74.00681753,1210
2014,40.75640548,-73.9900262,40.75510267,-73.97498696,1209
2014,40.73704984,-73.99009296,40.74173969,-73.99415556,1208
2014,40.74854862,-73.98808416,40.7423543,-73.98915076,1207
2014,40.70905623,-74.01043382,40.70706456,-74.00731853,1207
2014,40.73454567,-73.99074142,40.73649403,-73.99704374,1205
2014,40.73971301,-73.99456405,40.75044999,-73.99481051,1204
2014,40.74290902,-73.97706058,40.73587678,-73.98205027,1203
2014,40.74734825,-73.99723551,40.75466591,-73.99138152,1202
2014,40.74173969,-73.99415556,40.74901271,-73.98848395,1201
2014,40.76341379,-73.99667444,40.751551,-73.993934,1200
2014,40.75594159,-74.0021163,40.751551,-73.993934,1198
2014,40.7218158,-73.99720307,40.72743423,-73.99379025,1195
2014,40.75044999,-73.99481051,40.746745,-74.007756,1195
2014,40.7457121,-73.98194829,40.749156,-73.9916,1188
2014,40.74177603,-74.00149746,40.74173969,-73.99415556,1185
2014,40.73221853,-73.98165557,40.73314259,-73.97573881,1184
2014,40.73454567,-73.99074142,40.7390169121,-74.0026376103,1182
2014,40.73492695,-73.99200509,40.73649403,-73.99704374,1182
2014,40.69178232,-73.97372989,40.689888,-73.981013,1182
2014,40.74173969,-73.99415556,40.746745,-74.007756,1181
